id	junction_width	type
543714c2-3b5e-4de0-af0a-2d7c46bfedb6	51379	annotated
543714c2-3b5e-4de0-af0a-2d7c46bfedb6	51379	annotated
543714c2-3b5e-4de0-af0a-2d7c46bfedb6	51379	annotated
543714c2-3b5e-4de0-af0a-2d7c46bfedb6	51379	annotated
543714c2-3b5e-4de0-af0a-2d7c46bfedb6	51379	annotated
9b2994d9-4cc5-4659-9569-59917728c420	56	annotated
9b2994d9-4cc5-4659-9569-59917728c420	56	annotated
7c0997ce-0ce2-4c12-8f89-9c0594dd0518	4953	annotated
7c0997ce-0ce2-4c12-8f89-9c0594dd0518	4953	annotated
7c0997ce-0ce2-4c12-8f89-9c0594dd0518	4953	annotated
609a0adb-8723-49b9-b4fd-6bde4162440d	960	annotated
609a0adb-8723-49b9-b4fd-6bde4162440d	97	annotated
609a0adb-8723-49b9-b4fd-6bde4162440d	1371	annotated
609a0adb-8723-49b9-b4fd-6bde4162440d	1126	annotated
609a0adb-8723-49b9-b4fd-6bde4162440d	297	annotated
609a0adb-8723-49b9-b4fd-6bde4162440d	2765	annotated
609a0adb-8723-49b9-b4fd-6bde4162440d	1043	annotated
609a0adb-8723-49b9-b4fd-6bde4162440d	425	annotated
c28cd5ab-6fb6-416d-a546-0b1522e8070e	2698	NA
ba77e8e2-40c6-4507-ad21-e1ceae54b962	129	annotated
9f38287e-e096-4669-9c44-ab28ae437670	711	annotated
9f38287e-e096-4669-9c44-ab28ae437670	711	annotated
7827bb5c-8f53-4a3e-9d70-f836413d485a	1936	annotated
9dd02c32-84d5-470d-8e09-feae4679c618	2559	annotated
9f931718-5cdc-47b9-a56e-8e8943395043	315	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	478	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	478	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	478	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	478	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	478	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	478	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	29423	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	29423	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	29423	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	29423	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	29423	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	29423	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	442	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	442	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	442	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	442	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	442	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	442	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	442	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	442	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	442	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	442	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	595	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	595	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	595	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	595	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	595	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	595	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	442	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	442	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	442	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	442	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	442	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	1926	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	1926	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	1926	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	1926	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	1926	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	3936	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	3936	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	3936	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	3936	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	3936	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	595	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	595	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	595	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	595	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	595	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	595	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	595	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	595	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	595	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	595	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	595	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	595	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1084	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1084	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1084	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1084	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1084	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1084	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1083	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1083	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1083	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1083	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1083	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1083	annotated
a5521704-f20c-43df-ac46-cf680a7e1819	3533	annotated
52520156-fc04-4b27-81af-e4e791b38ff4	4944	NA
da568733-ceb6-42a4-b99f-12d12c360071	151	annotated
345d24a6-6bd9-4589-9dc5-63806a48b86c	2443	NA
345d24a6-6bd9-4589-9dc5-63806a48b86c	861	NA
e94b29b3-dc43-43ee-9b17-439276a65fd6	940	NA
49028ce8-924f-42c2-8d3d-ee44d840b499	75	NA
fe0b727f-9cc5-429d-b017-5ef42a9483d5	2952	annotated
fe0b727f-9cc5-429d-b017-5ef42a9483d5	1186	annotated
072ee881-a884-4779-a1ca-36e5e3e536cb	142	annotated
2c7067d1-c6d6-49ba-a8db-bf3de19c0e7d	289	annotated
2c7067d1-c6d6-49ba-a8db-bf3de19c0e7d	289	annotated
624baa5b-8782-4670-b4eb-3beaaeea42bf	68046	annotated
624baa5b-8782-4670-b4eb-3beaaeea42bf	68046	annotated
624baa5b-8782-4670-b4eb-3beaaeea42bf	68046	annotated
75e344f1-68c3-41ad-8747-3d8a22dd22f8	7152	NA
7d0df0bc-2191-4ec3-ab8f-cf8ec642d9a3	1065	annotated
67a968b4-9e07-47c0-b927-e8d3b58ad6b6	2892	NA
001e09e1-a4fd-4c26-9110-41b43db665d0	5839	NA
800a3cd5-0e82-478e-95de-be6e8199e11e	33934	annotated
800a3cd5-0e82-478e-95de-be6e8199e11e	33934	annotated
800a114c-e0d2-4419-b042-be9e875e3aa2	38208	annotated
b81015b8-43a2-4d78-8296-e86af91947c0	4629	annotated
da04c2dc-353e-467b-a7f6-362fd982ca5d	3930	annotated
4b278d92-2622-4c82-be94-b049d4b04fea	67633	annotated
3b7bcba0-50be-4d15-a30b-651196bbb57c	969	annotated
3b7bcba0-50be-4d15-a30b-651196bbb57c	2448	annotated
3b7bcba0-50be-4d15-a30b-651196bbb57c	3919	annotated
3b7bcba0-50be-4d15-a30b-651196bbb57c	1489	annotated
3b7bcba0-50be-4d15-a30b-651196bbb57c	6688	annotated
3b7bcba0-50be-4d15-a30b-651196bbb57c	7155	annotated
66e95994-fdef-461a-9bba-cda96151af6e	390	NA
05093f68-e0c7-46e6-9fd2-779281280b3f	27448	annotated
d450cd2a-b37a-4175-b528-d63e98706390	605	annotated
86e9e86b-a5cc-4790-9c22-d2ff887589c5	14276	annotated
df74b19a-d097-4bd5-b2de-72ea69742b12	117158	annotated
199b9e6b-8dd3-40a7-a9d6-86d19fb73fbf	3331	annotated
199b9e6b-8dd3-40a7-a9d6-86d19fb73fbf	3331	annotated
199b9e6b-8dd3-40a7-a9d6-86d19fb73fbf	3331	annotated
199b9e6b-8dd3-40a7-a9d6-86d19fb73fbf	454	annotated
199b9e6b-8dd3-40a7-a9d6-86d19fb73fbf	454	annotated
