read	cluster	cluster_size	type
3b848afd-9eab-4b1b-96b1-b81771a13961	10162	1	annotated
3b848afd-9eab-4b1b-96b1-b81771a13961	10162	1	annotated
cd55daa4-1f3c-4b01-9740-55db5b6f0f2f	10163	1	annotated
cd55daa4-1f3c-4b01-9740-55db5b6f0f2f	10163	1	annotated
cd55daa4-1f3c-4b01-9740-55db5b6f0f2f	10163	1	annotated
b8ba9cb9-3713-4705-b3c4-c0314fa65d35	10164	2	annotated
f80120ef-89a4-428b-b304-a7c2453ee8cc	10164	2	annotated
f80120ef-89a4-428b-b304-a7c2453ee8cc	10164	2	annotated
f80120ef-89a4-428b-b304-a7c2453ee8cc	10164	2	annotated
746d1e62-5735-4ca7-953b-800cd5b58084	10165	2	annotated
746d1e62-5735-4ca7-953b-800cd5b58084	10165	2	annotated
371db844-79ed-4da3-8924-035f23c12e34	10165	2	annotated
371db844-79ed-4da3-8924-035f23c12e34	10165	2	annotated
f80120ef-89a4-428b-b304-a7c2453ee8cc	10166	1	annotated
f80120ef-89a4-428b-b304-a7c2453ee8cc	10166	1	annotated
f80120ef-89a4-428b-b304-a7c2453ee8cc	10166	1	annotated
42a68ced-a7f3-408d-bb61-2b1ccd1b07f0	10167	2	annotated
42a68ced-a7f3-408d-bb61-2b1ccd1b07f0	10167	2	annotated
42a68ced-a7f3-408d-bb61-2b1ccd1b07f0	10167	2	annotated
dfb0c280-5f84-4865-be6d-ca1f0131a534	10167	2	annotated
dfb0c280-5f84-4865-be6d-ca1f0131a534	10167	2	annotated
dfb0c280-5f84-4865-be6d-ca1f0131a534	10167	2	annotated
d421f787-87aa-4ce3-84e2-c4fbe825a85c	10168	1	annotated
d421f787-87aa-4ce3-84e2-c4fbe825a85c	10168	1	annotated
d421f787-87aa-4ce3-84e2-c4fbe825a85c	10168	1	annotated
d23f453e-9686-4744-b6b7-b05dd40aab0d	10169	1	annotated
d23f453e-9686-4744-b6b7-b05dd40aab0d	10169	1	annotated
d23f453e-9686-4744-b6b7-b05dd40aab0d	10169	1	annotated
938a4b63-8654-46ff-ad05-6a23dac9ef46	10170	1	annotated
938a4b63-8654-46ff-ad05-6a23dac9ef46	10170	1	annotated
2dbcd42c-f134-47e9-a4fd-8ea1810d2b72	10171	1	annotated
2dbcd42c-f134-47e9-a4fd-8ea1810d2b72	10171	1	annotated
2dbcd42c-f134-47e9-a4fd-8ea1810d2b72	10171	1	annotated
2dbcd42c-f134-47e9-a4fd-8ea1810d2b72	10172	1	annotated
2dbcd42c-f134-47e9-a4fd-8ea1810d2b72	10172	1	annotated
2dbcd42c-f134-47e9-a4fd-8ea1810d2b72	10172	1	annotated
938a4b63-8654-46ff-ad05-6a23dac9ef46	10173	1	annotated
938a4b63-8654-46ff-ad05-6a23dac9ef46	10173	1	annotated
d23f453e-9686-4744-b6b7-b05dd40aab0d	10174	1	annotated
d23f453e-9686-4744-b6b7-b05dd40aab0d	10174	1	annotated
d23f453e-9686-4744-b6b7-b05dd40aab0d	10174	1	annotated
d421f787-87aa-4ce3-84e2-c4fbe825a85c	10175	1	annotated
d421f787-87aa-4ce3-84e2-c4fbe825a85c	10175	1	annotated
d421f787-87aa-4ce3-84e2-c4fbe825a85c	10175	1	annotated
42a68ced-a7f3-408d-bb61-2b1ccd1b07f0	10176	2	annotated
42a68ced-a7f3-408d-bb61-2b1ccd1b07f0	10176	2	annotated
42a68ced-a7f3-408d-bb61-2b1ccd1b07f0	10176	2	annotated
dfb0c280-5f84-4865-be6d-ca1f0131a534	10176	2	annotated
dfb0c280-5f84-4865-be6d-ca1f0131a534	10176	2	annotated
dfb0c280-5f84-4865-be6d-ca1f0131a534	10176	2	annotated
f80120ef-89a4-428b-b304-a7c2453ee8cc	10177	1	annotated
f80120ef-89a4-428b-b304-a7c2453ee8cc	10177	1	annotated
f80120ef-89a4-428b-b304-a7c2453ee8cc	10177	1	annotated
371db844-79ed-4da3-8924-035f23c12e34	10178	2	annotated
371db844-79ed-4da3-8924-035f23c12e34	10178	2	annotated
746d1e62-5735-4ca7-953b-800cd5b58084	10178	2	annotated
746d1e62-5735-4ca7-953b-800cd5b58084	10178	2	annotated
b8ba9cb9-3713-4705-b3c4-c0314fa65d35	10179	2	annotated
f80120ef-89a4-428b-b304-a7c2453ee8cc	10179	2	annotated
f80120ef-89a4-428b-b304-a7c2453ee8cc	10179	2	annotated
f80120ef-89a4-428b-b304-a7c2453ee8cc	10179	2	annotated
cd55daa4-1f3c-4b01-9740-55db5b6f0f2f	10180	1	annotated
cd55daa4-1f3c-4b01-9740-55db5b6f0f2f	10180	1	annotated
cd55daa4-1f3c-4b01-9740-55db5b6f0f2f	10180	1	annotated
3b848afd-9eab-4b1b-96b1-b81771a13961	10181	1	annotated
3b848afd-9eab-4b1b-96b1-b81771a13961	10181	1	annotated
3b848afd-9eab-4b1b-96b1-b81771a13961	10181	1	annotated
72f3d02a-ad75-48b1-abd4-6acde0a76e82	10182	1	annotated
72f3d02a-ad75-48b1-abd4-6acde0a76e82	10182	1	annotated
72f3d02a-ad75-48b1-abd4-6acde0a76e82	10182	1	annotated
5d98b1c4-9201-45ca-aa6b-8fc83e9be137	10183	1	annotated
5d98b1c4-9201-45ca-aa6b-8fc83e9be137	10183	1	annotated
5d98b1c4-9201-45ca-aa6b-8fc83e9be137	10183	1	annotated
5d98b1c4-9201-45ca-aa6b-8fc83e9be137	10183	1	annotated
a3345541-6f23-4fef-8724-935eec01b8ae	10184	1	NA
3d84cc33-fc12-47df-9089-bf804604c15f	10185	1	annotated
3d84cc33-fc12-47df-9089-bf804604c15f	10186	1	annotated
0e065999-f776-4694-adbf-65b867989a4d	10187	1	annotated
0e065999-f776-4694-adbf-65b867989a4d	10187	1	annotated
0e065999-f776-4694-adbf-65b867989a4d	10187	1	annotated
0e065999-f776-4694-adbf-65b867989a4d	10187	1	annotated
0e065999-f776-4694-adbf-65b867989a4d	10188	1	annotated
0e065999-f776-4694-adbf-65b867989a4d	10188	1	annotated
6a4ca916-f924-4d3e-8742-381a990237e2	10189	1	annotated
6a4ca916-f924-4d3e-8742-381a990237e2	10189	1	annotated
6a4ca916-f924-4d3e-8742-381a990237e2	10189	1	annotated
ea927d10-31e8-46d5-a053-0cac222390f5	10190	1	annotated
ea927d10-31e8-46d5-a053-0cac222390f5	10190	1	annotated
ea927d10-31e8-46d5-a053-0cac222390f5	10190	1	annotated
ea927d10-31e8-46d5-a053-0cac222390f5	10190	1	annotated
606499ed-5e83-4808-bf90-8c16197d34fc	10191	1	annotated
2c27bd6f-612e-4f12-90af-7868f1233096	10192	1	annotated
2c27bd6f-612e-4f12-90af-7868f1233096	10192	1	annotated
2c27bd6f-612e-4f12-90af-7868f1233096	10192	1	annotated
4dadfcc2-0618-4b2d-9b6e-2a513038f2bc	10193	1	annotated
e5abbf3d-2d6c-4ee1-a725-79bd1ca26a02	10194	1	annotated
e5abbf3d-2d6c-4ee1-a725-79bd1ca26a02	10195	1	annotated
fccda6de-f270-4cb5-b371-ec18e26c2b82	10196	1	NA
b9b5e977-2c0f-4d14-b774-cfeac05130e2	10197	1	annotated
9a40d685-81c6-42d7-b0d7-a90636ae01b7	10198	1	annotated
fbc1e861-1ec5-4906-a356-00cf8debfbf4	10199	1	annotated
fbc1e861-1ec5-4906-a356-00cf8debfbf4	10199	1	annotated
fbc1e861-1ec5-4906-a356-00cf8debfbf4	10199	1	annotated
d63d5d31-e6d9-4724-923b-b0ce63ea54d6	10200	1	NA
0556af81-d8e5-4e6d-a3bb-29a075a25953	10201	1	annotated
f210311d-8985-4140-8a4e-9aee26f8e293	10202	1	annotated
b35f6e6c-7eeb-4d30-8a7d-645061ec5409	10203	1	annotated
b147650f-6f7e-4df6-aad5-1bdfeec7e287	10204	1	annotated
105f54f4-3239-4ed7-963f-78de42722974	10205	1	NA
e67ec9b2-868d-4b75-989b-f5ba37794ec9	10206	1	NA
e3d6ad5c-72ef-410f-b3f0-e3ed32e0c227	10207	1	NA
5a5b9a13-90b2-4718-8702-aa3aba4cf7f2	10208	1	annotated
ccfb80ee-dddc-4e36-a21f-9bd4a88ecb05	10209	1	annotated
1f5b4670-755f-4bc8-9595-f94496ce86be	10210	1	annotated
30ba46ae-d846-4f35-83ef-96a09e186ee9	10211	1	NA
f1810fbb-c7e0-4a34-bff1-be22360dd915	10212	1	NA
7c3d58d7-eff7-4dd9-966c-d9ce1a412e9c	10213	2	annotated
7c3d58d7-eff7-4dd9-966c-d9ce1a412e9c	10213	2	annotated
946dd018-cebe-4299-be43-65b672a20345	10213	2	annotated
3554c006-1389-4628-b9c6-f25218450431	10214	1	annotated
d2f3a54d-6dd1-4bff-832f-85067f13e8f3	10215	2	NA
025723e5-f0ed-41be-a77f-8d4265ffb3b1	10215	2	annotated
025723e5-f0ed-41be-a77f-8d4265ffb3b1	10215	2	annotated
8665f6ba-6f1c-4c9d-a973-30ed12999372	10216	1	NA
08395065-6a71-4146-b736-fcc1623a23bb	10217	1	annotated
0acceb66-7dec-40fb-be4b-d656ccd45e7a	10218	1	annotated
1058ba89-9a16-45da-b074-609dd612be09	10219	1	annotated
fa2d19ed-40bb-47a9-ba29-1995339b7752	10220	1	annotated
1175646c-1301-41db-b6de-f6a6e11166fc	10221	1	annotated
5140c3c4-5694-4d17-844d-16ad9bcfdcac	10222	1	annotated
5140c3c4-5694-4d17-844d-16ad9bcfdcac	10222	1	annotated
5140c3c4-5694-4d17-844d-16ad9bcfdcac	10222	1	annotated
5140c3c4-5694-4d17-844d-16ad9bcfdcac	10222	1	annotated
a2187164-ebce-456b-95c2-4c2e8220dab1	10223	1	annotated
a2187164-ebce-456b-95c2-4c2e8220dab1	10223	1	annotated
b4a4d3d0-0e8b-4aef-87e3-6fc013ad8cc1	10224	1	annotated
e16f7058-9c71-45ea-81aa-fb891ad01627	10225	1	annotated
a2187164-ebce-456b-95c2-4c2e8220dab1	10226	1	annotated
a2187164-ebce-456b-95c2-4c2e8220dab1	10226	1	annotated
7e939c08-b598-4401-b31a-ca6a9ad0630f	10227	1	annotated
04d33507-f361-43f1-aaaf-bf1f5d878943	10228	1	annotated
7d2fe2f5-a525-4d0c-800e-86eec706c4c5	10229	1	annotated
d1d47c10-4b03-4297-9813-c954a34a73ae	10230	1	annotated
732dfa13-0c68-46f1-866d-165f94e7422f	10231	1	annotated
a516e1bb-08f8-4321-aa37-9d6a27999276	10232	1	annotated
164e4f6a-c174-4376-9dea-b0ae7569d6da	10233	2	annotated
e6b6235c-bf64-4540-b171-d9e88470713e	10233	2	annotated
e6b6235c-bf64-4540-b171-d9e88470713e	10233	2	annotated
e6b6235c-bf64-4540-b171-d9e88470713e	10233	2	annotated
e6b6235c-bf64-4540-b171-d9e88470713e	10233	2	annotated
f961d30f-bbf1-4d93-883f-b6717e2074c2	10234	1	annotated
05403e22-c3d3-46dc-92a8-89ee8f894e7b	10235	1	annotated
70a65e5d-75a3-4822-abb9-5656757bf833	10236	1	annotated
f0b913ea-8fc4-499b-b257-3a8056648136	10237	1	annotated
07a3c4f9-febd-41da-9b7e-92a48bce6dd2	10238	1	NA
cf193e10-b381-4580-9ada-d1ffdbb83970	10239	1	NA
7ee8f754-6338-4f6c-b9eb-42efbb3b6d6d	10240	1	NA
bc120118-0a0b-455e-85b5-d403a3af6a3c	10241	1	NA
6035bc19-44e6-4056-b3a4-1b85eaaac486	10242	1	annotated
6035bc19-44e6-4056-b3a4-1b85eaaac486	10242	1	annotated
4f56b049-71e1-4df4-a589-1ea7461bcd00	10243	1	annotated
4f56b049-71e1-4df4-a589-1ea7461bcd00	10243	1	annotated
4f56b049-71e1-4df4-a589-1ea7461bcd00	10243	1	annotated
4f56b049-71e1-4df4-a589-1ea7461bcd00	10243	1	annotated
4f56b049-71e1-4df4-a589-1ea7461bcd00	10243	1	annotated
4f56b049-71e1-4df4-a589-1ea7461bcd00	10243	1	annotated
becacb16-3f42-432f-8c31-22a282aad153	10244	1	annotated
d26c4e98-a646-4f78-b1b3-3ae726b346e1	10245	1	annotated
5138702a-28b4-4784-b790-877b0fc8b879	10246	1	annotated
0707d1fb-dbad-439c-b8a2-34b0c4f99665	10247	1	annotated
6250245d-1547-4a2e-896d-1a53d678144e	10248	1	annotated
e7f3580f-d5a8-49a6-a99f-30d966dd8c5b	10249	1	NA
34a536b5-3bc9-4e7b-9f18-d8f8088529ef	10250	1	NA
f4447a76-8fdd-4cb4-a06d-aed5b5f5de6d	10251	1	annotated
aad85e0a-4e84-4d8f-92df-3ca6b206e296	10252	1	NA
16bdda80-98a8-4276-9b99-e33b08b09ae2	10253	1	NA
2d68e106-5346-4ea1-b7ec-05bdfb61fd41	10254	1	annotated
f0847e15-a79b-4adb-8887-a5349482d654	10255	1	annotated
a0c12462-e1cd-454d-a04d-9432dcda36e7	10256	1	NA
a81752f2-a5c3-43f3-9fba-051d21d9c5b1	10257	1	NA
d865727a-a432-41d2-b163-5881517a9954	10258	1	NA
8ad79510-365b-421f-be09-419c5d5e9f85	10259	1	NA
feddcb88-d86e-49c6-b9ed-4db67617d7f7	10260	1	annotated
2028295d-ee25-467b-94ea-a90956f52fe9	10261	1	annotated
67c8fcb2-2557-4693-85b6-77367c1a30b3	10262	1	annotated
1d3f8747-2fe6-4925-9a48-ea61f99858bb	10263	1	annotated
1d3f8747-2fe6-4925-9a48-ea61f99858bb	10263	1	annotated
1d3f8747-2fe6-4925-9a48-ea61f99858bb	10264	1	annotated
1d3f8747-2fe6-4925-9a48-ea61f99858bb	10264	1	annotated
8616dd56-1e21-4bb3-bd7f-0bee704aec3a	10265	1	annotated
8616dd56-1e21-4bb3-bd7f-0bee704aec3a	10265	1	annotated
8616dd56-1e21-4bb3-bd7f-0bee704aec3a	10266	1	annotated
8616dd56-1e21-4bb3-bd7f-0bee704aec3a	10266	1	annotated
4f414d1d-7035-488e-9693-0e6a1b9bcdd2	10267	1	annotated
2f14d6aa-f05e-4f30-bc6c-8f8f4fe58761	10268	1	NA
1a267b90-ce31-48aa-9276-c309a48ac87e	10269	1	annotated
2c48a26b-b912-40e4-9b76-0819a64fc0e6	10270	2	annotated
91d7c876-b590-476b-9e47-82d679a83411	10270	2	annotated
269c486a-cf61-4df5-9e09-00a955e033a8	10271	1	annotated
fbfdd29b-b432-4a80-a43d-47ea4d32c5cb	10272	1	annotated
3aec5217-f320-45e2-9d5d-557b508ba4d9	10273	1	annotated
dd706ee8-7e9a-4d11-8ac4-e8c8fd0d7cb4	10274	1	annotated
fdba1aec-9919-436d-b0a1-82af7c3629b9	10275	1	annotated
0b65de63-c836-41ea-9540-a127f80544d3	10276	1	annotated
0b65de63-c836-41ea-9540-a127f80544d3	10276	1	annotated
9f9a26b6-6db8-44ef-9bf6-da2198e00a15	10277	1	annotated
bdbbba7a-9c51-494e-8b60-b832c7205720	10278	1	NA
cdc3d435-6cb4-4b5e-b86c-7c7948bbe3d8	10279	1	NA
2b44b3b2-f727-4b17-94bf-f2267d3fe7fd	10280	1	NA
e9b93bde-c5c1-4065-aef4-dd0c03275aa6	10281	1	NA
fdf6a520-9dc6-464a-8d2c-8ad78bf2d434	10282	1	NA
aefbf168-7855-48a0-909f-4c20e502eac3	10283	1	NA
3f7f033b-f348-42ec-a3da-a9667e406045	10284	1	NA
2db4c64a-cba0-43b7-90f8-5bfd617d8cd2	10285	1	annotated
a7165a11-08bb-45a6-8bc9-2e0a18f86962	10286	1	annotated
ef13bffb-6178-4d11-acf0-99fd6b43f444	10287	1	NA
3af03051-3f38-45f7-835b-90513c4db987	10288	1	NA
3af03051-3f38-45f7-835b-90513c4db987	10288	1	NA
a1c61d39-48b3-4e92-ad47-db3fa3d118cc	10289	1	annotated
9c9e5672-01cf-4713-b96b-3c1858f0779f	10290	1	annotated
9c9e5672-01cf-4713-b96b-3c1858f0779f	10290	1	annotated
9c9e5672-01cf-4713-b96b-3c1858f0779f	10290	1	annotated
9c9e5672-01cf-4713-b96b-3c1858f0779f	10290	1	annotated
b6d282fa-7951-420e-8222-b5c8197139c8	10291	1	annotated
f6bc8220-f1aa-436f-aba0-9525184df9b6	10292	1	annotated
96a4feb3-ef07-4e21-b05b-88de819329ea	10293	1	annotated
8c4e721b-ba08-4999-a636-6829cd3c6004	10294	1	annotated
6d811bf4-5de5-4f5a-a41c-3d595e541fd5	10295	1	annotated
6d811bf4-5de5-4f5a-a41c-3d595e541fd5	10295	1	annotated
6d811bf4-5de5-4f5a-a41c-3d595e541fd5	10295	1	annotated
6d811bf4-5de5-4f5a-a41c-3d595e541fd5	10295	1	annotated
116e8994-11ac-49e5-8cf7-3e2173cc8e1e	10296	1	annotated
1a65deaf-428d-475a-9650-19e7781a89c4	10297	1	annotated
cb4f0cf5-1010-403f-a6a1-116f2b7947ce	10298	1	annotated
b0799618-8cfa-4928-a017-17af03ffd3ea	10299	1	annotated
33ee8da1-af97-4520-88ec-aebc501c715e	10300	1	NA
3580334b-1d15-4c8e-be59-6ab4f4c7e605	10301	1	NA
b4a1e74c-337d-4af2-b153-f6b8e0f49765	10302	1	annotated
f22afc4d-8ecf-48b8-892b-64a1ec75577e	10303	1	annotated
f22afc4d-8ecf-48b8-892b-64a1ec75577e	10303	1	annotated
f22afc4d-8ecf-48b8-892b-64a1ec75577e	10304	1	annotated
f22afc4d-8ecf-48b8-892b-64a1ec75577e	10304	1	annotated
0b754031-9291-43d5-94af-67c900d8a4b4	10305	1	annotated
065cd2c2-981e-4d29-b34b-2796c716b2db	10306	1	annotated
c662d668-de33-4048-abfd-90ca4af841df	10307	1	annotated
1a19f313-ab93-48c9-b9df-636c3d4c85ca	10308	1	NA
31fe2f47-48ec-47da-85a0-942cbcd0af7e	10309	1	annotated
31fe2f47-48ec-47da-85a0-942cbcd0af7e	10309	1	annotated
4446f84b-17a9-4a61-80e2-a133afbc9fa8	10310	1	NA
010be554-0e56-4476-bf84-b1e78b1b6c26	10311	1	annotated
7f402a0a-6555-40d2-ae60-89f75a0ef174	10312	1	annotated
cb3eedee-dd09-4525-a1ec-f9736a1a8918	10313	2	annotated
7e9447d5-79fd-413e-b94d-d2f207deed4b	10313	2	annotated
b8715849-5f27-4168-b135-fecbb5431255	10314	1	NA
7f319285-99cb-4350-90e0-95ef7255feab	10315	1	annotated
ec98b017-37c1-4d7d-9b8e-fb13d7fc8951	10316	1	annotated
50e35678-eed8-4ba6-93b3-592d33214113	10317	1	annotated
17034daf-fd80-459c-9d63-baf5cbbab977	10318	1	annotated
cd0cbc5c-6345-4c54-abd4-c405f5589aae	10319	1	annotated
92d3c48e-b9e4-466d-891e-86d514ac220e	10320	1	annotated
5f70cd0d-533e-4f31-a5bf-68020d20d547	10321	1	annotated
94d6cea2-440c-4776-8ef5-ab61de304f03	10322	1	annotated
c0ef6699-83eb-409e-96eb-468210b9721b	10323	1	annotated
7082309f-c34f-4947-a612-198aa3c0fa22	10324	1	annotated
30f07a9f-21f7-451c-94ca-9e12217b0be4	10325	1	annotated
3aceef07-e881-490f-9a82-65f405bb3a62	10326	2	annotated
f001d7fb-f13e-4061-8945-8438b30c1cbc	10326	2	annotated
bf610c81-5964-42e2-8fe8-ec2ddbc353eb	10327	1	annotated
035e2706-bac9-471f-8159-852aed76c985	10328	1	annotated
331574f9-1992-4339-b01a-6ee354a36caf	10329	1	NA
8e1d5f0e-7cfd-4607-bb4c-6e61241dbec7	10330	1	NA
771bbfb6-4fb7-4b12-8ce1-e2e6eee3f8ea	10331	1	annotated
c8ec5275-8a3c-47d3-84be-94da7e082e91	10332	1	annotated
c8ec5275-8a3c-47d3-84be-94da7e082e91	10332	1	annotated
c8ec5275-8a3c-47d3-84be-94da7e082e91	10332	1	annotated
6f1d88a2-b045-4f84-8fc9-277df42a7f3d	10333	1	annotated
c54ddc37-7a5e-4f26-93f2-6cb6e6bdc5b7	10334	1	annotated
7955145a-3994-4bd6-8158-e4f439c55a5d	10335	1	annotated
ab58b9d9-e8a9-4572-9802-506e3a4bef1c	10336	3	annotated
ab58b9d9-e8a9-4572-9802-506e3a4bef1c	10336	3	annotated
ab58b9d9-e8a9-4572-9802-506e3a4bef1c	10336	3	annotated
ab58b9d9-e8a9-4572-9802-506e3a4bef1c	10336	3	annotated
ab58b9d9-e8a9-4572-9802-506e3a4bef1c	10336	3	annotated
72f57a9e-a1a2-4819-b828-0c9a71014529	10336	3	annotated
72f57a9e-a1a2-4819-b828-0c9a71014529	10336	3	annotated
72f57a9e-a1a2-4819-b828-0c9a71014529	10336	3	annotated
0ca71e4a-c38f-4a3a-b1e6-e39f5a7640ec	10336	3	annotated
57b3a77c-26eb-462f-a703-b036a8dd0342	10337	1	annotated
994e1f0d-2942-4e0c-bcfb-08b36ff3d76d	10338	1	NA
994e1f0d-2942-4e0c-bcfb-08b36ff3d76d	10339	1	NA
59b5922d-2aa9-4b53-b9ad-bb31b9652d98	10340	1	NA
59b5922d-2aa9-4b53-b9ad-bb31b9652d98	10341	1	NA
66e0a26d-c44a-4326-b3e3-9afe13ebcfed	10342	1	NA
d6d5d080-83a5-483f-b957-b40e42e0c38d	10343	1	NA
f2d260d0-d96e-4e0c-b2c9-fde87b061a07	10344	1	annotated
b674d31e-85bb-40b4-afbb-864997d7ae91	10345	2	annotated
e10332e5-67df-4fc9-8151-8cb033c55f10	10345	2	annotated
f14957dc-98dc-4646-96d2-99fe4a6f0e3b	10346	1	annotated
b4d29144-0e96-48e7-95f8-db50ca67d8a5	10347	1	annotated
b4d29144-0e96-48e7-95f8-db50ca67d8a5	10347	1	annotated
94db6fcf-ab73-4a3f-9486-68b2fde371bd	10348	1	NA
94db6fcf-ab73-4a3f-9486-68b2fde371bd	10349	1	NA
bc045287-8d0d-4f61-ac22-fa3288dfcdb7	10350	3	annotated
aa952359-de2b-4620-ba33-3626d6f3f40d	10350	3	annotated
ff96cff9-fe0a-457d-9b0b-8f4892cc9c2f	10350	3	annotated
0f26ca93-4f04-494a-b6a3-17c7d5d76d51	10351	1	annotated
e9f97d86-03a0-45fd-8771-3444520c25f5	10352	1	annotated
322b78f3-df2d-47f9-bb93-42259eaade65	10353	1	annotated
35766fcb-3b80-4e54-ae10-d8a1a73266e6	10354	1	annotated
e0acb885-9cb4-423b-8822-ab5d62372eb0	10355	1	annotated
83a109fe-dc57-4792-a146-6ad91bec417f	10356	1	annotated
08e91cea-d447-4b6c-a892-7eb37dc80c35	10357	1	annotated
08e91cea-d447-4b6c-a892-7eb37dc80c35	10357	1	annotated
08e91cea-d447-4b6c-a892-7eb37dc80c35	10358	1	annotated
08e91cea-d447-4b6c-a892-7eb37dc80c35	10358	1	annotated
a6729a27-da90-41ad-a6eb-747f8e2bad4c	10359	1	NA
02b0ca46-e72f-49d4-ae60-70c217a87985	10360	1	annotated
ecf4933f-a94b-4cc3-88d9-07bb938bf06b	10361	1	annotated
3e801ab7-2dca-4cb3-a04a-f907f6793fee	10362	1	annotated
3e801ab7-2dca-4cb3-a04a-f907f6793fee	10362	1	annotated
3e801ab7-2dca-4cb3-a04a-f907f6793fee	10362	1	annotated
3e801ab7-2dca-4cb3-a04a-f907f6793fee	10362	1	annotated
b24639f2-83b5-48d9-8f95-b78aaf093b88	10363	1	annotated
47de0b1a-4489-42df-a799-3c6042722cde	10364	1	annotated
ef542af9-13aa-4611-9860-743fbe23a2eb	10365	1	annotated
0741f760-3bca-498f-93a3-35195b782cf8	10366	1	annotated
92c101b4-5d19-425d-b175-3b530dde10bb	10367	1	annotated
92c101b4-5d19-425d-b175-3b530dde10bb	10367	1	annotated
92c101b4-5d19-425d-b175-3b530dde10bb	10368	1	annotated
92c101b4-5d19-425d-b175-3b530dde10bb	10368	1	annotated
b41e5b21-88c7-49c3-8a27-c7cc97c7abb6	10369	1	annotated
a64011da-9be1-4a80-aa27-0e91656778e8	10370	1	annotated
8aecddd0-9db0-4a9c-8dcb-eb30da773840	10371	1	NA
5770963c-d04d-4532-a096-251ba226074a	10372	1	annotated
93a0f238-29fc-48d8-b6f5-6738f83eb012	10373	1	annotated
93a0f238-29fc-48d8-b6f5-6738f83eb012	10373	1	annotated
93a0f238-29fc-48d8-b6f5-6738f83eb012	10373	1	annotated
93a0f238-29fc-48d8-b6f5-6738f83eb012	10373	1	annotated
93a0f238-29fc-48d8-b6f5-6738f83eb012	10374	1	annotated
93a0f238-29fc-48d8-b6f5-6738f83eb012	10374	1	annotated
93a0f238-29fc-48d8-b6f5-6738f83eb012	10374	1	annotated
93a0f238-29fc-48d8-b6f5-6738f83eb012	10374	1	annotated
93a0f238-29fc-48d8-b6f5-6738f83eb012	10375	1	annotated
93a0f238-29fc-48d8-b6f5-6738f83eb012	10375	1	annotated
93a0f238-29fc-48d8-b6f5-6738f83eb012	10375	1	annotated
93a0f238-29fc-48d8-b6f5-6738f83eb012	10375	1	annotated
93a0f238-29fc-48d8-b6f5-6738f83eb012	10376	1	annotated
93a0f238-29fc-48d8-b6f5-6738f83eb012	10376	1	annotated
93a0f238-29fc-48d8-b6f5-6738f83eb012	10376	1	annotated
93a0f238-29fc-48d8-b6f5-6738f83eb012	10376	1	annotated
491e4769-aba2-46fc-bb14-d15c565603bf	10377	1	annotated
491e4769-aba2-46fc-bb14-d15c565603bf	10377	1	annotated
491e4769-aba2-46fc-bb14-d15c565603bf	10377	1	annotated
89850dfd-568e-4ca6-a167-c4054c78ff81	10378	1	annotated
89850dfd-568e-4ca6-a167-c4054c78ff81	10378	1	annotated
c5115398-618e-456f-96aa-afd326ef1fc8	10379	1	annotated
c5115398-618e-456f-96aa-afd326ef1fc8	10379	1	annotated
c5115398-618e-456f-96aa-afd326ef1fc8	10379	1	annotated
c5115398-618e-456f-96aa-afd326ef1fc8	10379	1	annotated
c5115398-618e-456f-96aa-afd326ef1fc8	10379	1	annotated
c5115398-618e-456f-96aa-afd326ef1fc8	10380	1	annotated
c5115398-618e-456f-96aa-afd326ef1fc8	10380	1	annotated
c5115398-618e-456f-96aa-afd326ef1fc8	10380	1	annotated
c5115398-618e-456f-96aa-afd326ef1fc8	10380	1	annotated
c5115398-618e-456f-96aa-afd326ef1fc8	10380	1	annotated
af2982d1-27f8-4d14-bd05-d350f0f69074	10381	1	annotated
9b9d2a35-37a3-4dd8-83a1-ce8e00671961	10382	1	NA
c07cac55-450c-485c-b53d-4dfa876ea453	10383	1	NA
bfc40cd2-7888-4495-b43b-05be2c506621	10384	2	annotated
bfc40cd2-7888-4495-b43b-05be2c506621	10384	2	annotated
c7bbfcea-597e-46a4-a377-b8674fe2ff75	10384	2	annotated
a4031fa8-1817-4e75-9ea9-e7f984bf36dc	10385	1	NA
36156fcb-901e-454f-8ce9-a6bc17d9921a	10386	1	annotated
d2dfb1c7-1ad8-4b0a-8851-48acd5f267f7	10387	2	annotated
6d227a7d-3173-45cd-81f2-10efe29db621	10387	2	annotated
8f98b07c-053d-41e9-8ae8-2d46ec3a8429	10388	1	annotated
7a36fe0c-b47c-4d70-8c2b-25788e4c659a	10389	1	annotated
7a36fe0c-b47c-4d70-8c2b-25788e4c659a	10389	1	annotated
4f0cdc21-ca79-48f7-b444-d0508b044950	10390	1	annotated
8222f006-fe5e-4f78-a148-553449460a9f	10391	1	annotated
2ac8bf72-eeaa-4628-bd5b-9686e57e8842	10392	1	annotated
2636b657-6785-4933-b02e-1ab940ce6933	10393	1	annotated
fe914741-699b-411f-a80c-d78a02e0eb71	10394	1	NA
8902d5ab-0830-4bc8-bb11-b77242863dc6	10395	1	NA
8902d5ab-0830-4bc8-bb11-b77242863dc6	10396	1	NA
1136c481-4069-4e80-835f-b8baffc88f95	10397	1	NA
4ba1129a-7d6b-4375-b7e2-18ea68322de5	10398	1	NA
1c012c7d-5bd4-42f3-bb50-e937a7380079	10399	1	annotated
18ab7120-2794-49de-8b7b-0acd6600ca8c	10400	1	annotated
