id	n_junction	type
f2dbc9da-e246-45a0-90c5-a40e95620931	0	annotated
f2dbc9da-e246-45a0-90c5-a40e95620931	0	annotated
36843d8c-daf3-4e67-9675-d169d6a8154e	0	annotated
36843d8c-daf3-4e67-9675-d169d6a8154e	0	annotated
36843d8c-daf3-4e67-9675-d169d6a8154e	0	annotated
36843d8c-daf3-4e67-9675-d169d6a8154e	0	annotated
36843d8c-daf3-4e67-9675-d169d6a8154e	0	annotated
36843d8c-daf3-4e67-9675-d169d6a8154e	0	annotated
7a8282a7-162f-45fb-8f49-e131dacf7c77	0	NA
ecbe8e51-eb4a-4a12-b6f6-4f17bd5405ad	0	NA
fad55277-33d4-41e3-8de0-91bda1e8e543	0	NA
609a0adb-8723-49b9-b4fd-6bde4162440d	8	NA
edeca88f-7b70-4c83-8bd7-512b7a7452c8	0	NA
37206811-1ea3-4223-988f-450ffcfc2365	0	NA
c28cd5ab-6fb6-416d-a546-0b1522e8070e	1	NA
0468b705-a4ef-4c05-9aff-bef0867f0856	0	NA
7e91108e-b284-4464-a3e0-cb3de56cabc2	0	annotated
b8f202c2-6d43-4531-b917-4f91cbed6796	0	NA
9ab5a20b-87f3-40dd-b580-32a1905c6750	0	annotated
ba77e8e2-40c6-4507-ad21-e1ceae54b962	1	NA
7d53846c-ede5-45ad-9faa-58a9733468d7	0	annotated
7d681790-94cb-4520-b398-b900e79f5914	0	annotated
38caa4c3-61f0-4b39-8834-a437e66da29a	0	annotated
38caa4c3-61f0-4b39-8834-a437e66da29a	0	annotated
38caa4c3-61f0-4b39-8834-a437e66da29a	0	annotated
38caa4c3-61f0-4b39-8834-a437e66da29a	0	annotated
3d01377e-d89d-4a61-a2ec-23d9ea743d58	0	NA
89beb4ae-7f73-4203-a5ad-d803144c5de5	0	NA
73a09012-a656-4e47-86af-a0e88713b8de	0	annotated
9f38287e-e096-4669-9c44-ab28ae437670	1	annotated
7827bb5c-8f53-4a3e-9d70-f836413d485a	1	annotated
9f38287e-e096-4669-9c44-ab28ae437670	0	annotated
9dd02c32-84d5-470d-8e09-feae4679c618	0	annotated
9dd02c32-84d5-470d-8e09-feae4679c618	1	annotated
eb1b1510-432e-499a-8dd6-d7f6f1a780a2	0	NA
eb1b1510-432e-499a-8dd6-d7f6f1a780a2	0	NA
9f931718-5cdc-47b9-a56e-8e8943395043	1	NA
966dd2ed-385b-4c99-970b-6984039fb4e9	0	annotated
966dd2ed-385b-4c99-970b-6984039fb4e9	0	annotated
c8953d74-49a2-4a60-8a40-a2a39524fc42	0	NA
c0567912-8cbd-4782-b7cd-a34f3ae17c1c	0	annotated
d9907d0f-8e6d-4d99-b2d3-405268a53683	0	annotated
6de2c052-6e94-4767-a0b2-5840280181e1	0	annotated
e0d97ed2-8485-412a-8806-6ebfe7f6e903	0	NA
e0d97ed2-8485-412a-8806-6ebfe7f6e903	0	NA
74006478-480b-4058-9718-67f8a00f6d73	0	NA
85a74cb6-1aa0-448c-bfd2-7582f481416d	0	annotated
a8021a50-f734-482c-83f2-e2f48a9fe640	0	annotated
bdde93ae-70e7-49c3-95bb-7d37f5113242	0	annotated
84d19531-4249-4abc-a1c7-fe33ba5eff49	0	NA
d213dc28-5778-4f43-9b04-5d123e4b129f	0	NA
e99d1945-8a73-425a-b1ea-4f8e1b3fcd19	0	NA
5490e0d1-f271-40dc-be3a-ff18ec10bdf2	0	annotated
08b4611c-7da0-4396-9c8b-7c211d5437b3	0	annotated
7f2e47ed-3e8e-4855-a623-b2d0b7dc5d71	0	NA
fd7b123f-cd51-41ee-8199-6121bb01b630	2	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	2	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	2	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	2	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	2	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	2	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	0	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	0	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	0	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	0	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	0	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	1	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	1	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	1	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	1	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	1	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	1	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	1	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	1	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	1	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	1	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1	annotated
